Albert Embankment, Vauxhall;Ampton Street , Clerkenwell;Argyle Street, Kings Cross;Bankside Mix, Bankside;Bath Street, St. Luke's;Bayley Street , Bloomsbury;Bethnal Green Road, Shoreditch;Bolsover Street, Fitzrovia;Borough High Street, The Borough;Boston Place, Marylebone;Bouverie Street, Temple;Braham Street, Aldgate;British Museum, Bloomsbury;Brunswick Square, Bloomsbury;Cartwright Gardens , Bloomsbury;Chapel Place, Marylebone;Christopher Street, Liverpool Street;Clerkenwell Green, Clerkenwell;Cotton Garden Estate, Kennington;Crawford Street, Marylebone;Crosswall, Tower;Doric Way , Somers Town;Drummond Street , Euston;Drury Lane, Covent Garden;East Road, Hoxton;Edgware Road Station, Marylebone;Euston Road, Euston;Eversholt Street , Camden Town;Falkirk Street, Hoxton;Finsbury Circus, Liverpool Street;Finsbury Leisure Centre, St. Luke's;Finsbury Library , Finsbury;Finsbury Square , Moorgate;Godliman Street, St. Paul's;Golden Lane, Barbican;Gower Place , Euston;Great Dover Street, The Borough;Great Russell Street, Bloomsbury;Guilford Street , Bloomsbury;Hampstead Road, Euston;Hardwick Street, Clerkenwell;Harrington Square 1, Camden Town;Hatton Garden, Holborn;Hatton Wall, Holborn;Hereford Road, Bayswater;Holborn Circus, Holborn;Holy Trinity Brompton, Knightsbridge;Hop Exchange, The Borough;Jewry Street, Aldgate;Leonard Circus , Shoreditch;Lisson Grove, St. John's Wood;Little Argyll Street, West End;Lollard Street, Vauxhall;Longford Street, The Regent's Park;Malet Street, Bloomsbury;Milroy Walk, South Bank;Murray Grove , Hoxton;Museum of London, Barbican;Nesham Street, Wapping;New Globe Walk, Bankside;New Inn Yard, Shoreditch;New Kent Road, The Borough;Paddington Street, Marylebone;Park Lane , Hyde Park;Park Road (Baker Street), The Regent's Park;Park Street, Bankside;Phillimore Gardens, Kensington;Queen Street 1, Bank;Queen Victoria Street, St. Paul's;River Street , Clerkenwell;Roscoe Street, St. Luke's;Russell Square Station, Bloomsbury;Scala Street, Fitzrovia;Shoreditch Park, Hoxton;Soho Square , Soho;St. Chad's Street, King's Cross;St. John Street, Finsbury;Stamford Street, South Bank;Tachbrook Street, Victoria;Tanner Street, Bermondsey;Taviton Street, Bloomsbury;The Guildhall, Guildhall;Theobald's Road , Holborn;Torrens Street, Angel;Union Street, The Borough;Vauxhall Bridge , Pimlico;Vauxhall Cross, Vauxhall;Wapping High Street, Wapping;Warwick Avenue Station, Maida Vale;Warwick Row, Westminster;Wellington Road, St. John's Wood;Wenlock Road , Hoxton;West Cromwell Road, Earl's Court;West Smithfield Rotunda, Farringdon;Westbourne Grove, Bayswater;William IV Street, Strand;Windsor Terrace, Hoxton;Wood Street, Guildhall;Woodstock Street, Mayfair;Worship Street, Shoreditch
0.0;29.899513519244046;31.545837747060954;16.874375025150602;32.89648354687494;23.25006551392725;36.16403381865203;28.746338304114225;16.489321430568914;32.69796207292096;20.35213337293022;31.41045064718914;23.196576167313815;27.119447707252384;29.11011049162841;23.580118944133897;31.514890262949866;28.08002430028093;8.308440693190915;29.700637461729134;28.681822726197442;31.43141746458057;30.585833407154684;19.692755018537664;35.6951193886874;33.623831862406355;29.551073289923266;35.15766602914824;39.65356887468512;28.206529242793174;31.724507169552133;30.801757377717706;30.99389374571904;21.45629486104574;29.077741016054734;28.833896849829166;17.720849798629196;22.22842438772116;26.661996109474746;29.44916524354658;31.164413742563642;35.42816761444841;24.147213677771852;26.204465758239678;40.28387502308646;23.376011425911162;23.838727401786976;19.39677134477818;29.708789225389705;33.79137688048605;38.30963854037894;21.61136057982141;4.432307924058251;30.40004353842002;25.571719344386928;15.957333164232727;36.716032660573326;25.818897081539973;31.229179197118278;19.0912773513584;35.24420662031075;15.40007705092236;29.208014981611523;23.504831960610595;33.046442917806345;19.67853223682842;38.38880217784957;22.765772039652813;21.601057848382375;31.996113644220493;29.82243111461562;26.695906927818662;24.766173991921853;39.76784733034218;20.943462505581607;32.07451887769059;32.00893127376525;13.482239375459091;7.954513255278554;23.752509395999947;28.322908715205045;25.36192126621033;24.598419285317114;34.90135972326017;16.276948277207822;3.7031536214381418;3.750976217100194;30.001310956212286;40.67036363013801;11.854176035062846;42.60865421744087;35.89877224703174;38.119014672677444;25.066306207645503;39.57098159655514;15.426140447387397;34.648159439001724;25.970600162236508;22.78182172820096;33.34633327255592
29.899513519244046;0.0;3.3273927440436197;19.614952734978868;13.862843361327046;9.872038716495108;22.115382814373124;13.104505717773222;24.617840352330553;22.48598865444128;12.077248579899813;24.88463601767615;7.37286232046674;3.4269090606583257;3.9396770865535458;17.48392285549793;17.64100366403296;7.574028525067566;30.161074366028725;20.38575722461872;24.307442541805706;7.13644222699225;8.939329482083995;10.313558381936193;15.563404735495984;26.583553911338498;8.155074046382042;10.399594257640908;20.24836664016778;17.92909897520409;11.111513335619593;7.060860652542976;17.219174140163723;15.373335781094108;12.800301405043921;8.665143953444895;28.218661787696483;9.106090317339843;3.325017973540664;10.134212112682118;5.168274926224723;11.489957698930858;8.574600574232173;6.5226257815638915;39.41210939021463;8.974592596455697;35.3260977167045;22.678573155200585;23.719969044304882;17.171445632516352;27.139751265357233;15.574066020908623;27.88616876794672;13.053809851299524;7.6068610908748155;17.311933576243227;14.646867131825383;13.379972404601787;30.581779808128868;19.499908298304078;19.782882951499342;29.48834145577799;19.11262487337314;24.090052974412203;20.594973447160253;21.508442100651713;45.77257246628478;18.025572026925587;16.244527843560544;4.45881608931081;12.270191844936255;4.286241141749345;10.739269329984952;16.97128566522081;11.780177836692143;2.621502709219411;6.886946361562733;17.88791979581793;30.198788679841574;29.3932304711129;6.72353445966173;15.761544370767606;5.468565765396567;7.579576601447011;21.53587310104507;31.97778196341368;33.6134098743124;31.144010898720246;33.153396954838456;26.752243178993666;27.69483356442388;12.639972896638389;48.5790383881105;11.464238145295669;37.44941933138371;14.779655916016301;12.612577417758349;14.836495488093131;18.08140853995635;19.99865564874154
31.545837747060954;3.3273927440436197;0.0;22.532060178682464;16.90285680200941;9.666134588722345;25.198499330022745;10.991745690043384;27.55959909006185;20.099973050415866;14.975114251858349;28.194881337184643;8.371378787500467;4.480818261131888;2.6780532507212076;16.35346159880686;20.868585945244483;10.889389152555152;32.51426258260216;18.300403066501815;27.63482080101439;4.2075283052192205;6.325526028932182;11.881875131677472;18.375755120221196;24.305583917336268;5.86194976342156;7.089517236385214;22.90632545724417;21.25009719124535;14.177947411507636;10.127858595380987;20.463309144705885;18.537315204404898;16.080698431699265;6.597359242865084;31.202492288774597;9.660708050792735;5.259781588190027;7.845379958701928;8.092631671356022;8.201886327645072;11.73174997288115;9.794133829568496;37.24043066415267;12.054054642452709;34.61864575547604;25.781526280013583;27.04322823663356;20.250422413363697;24.405380599427875;14.93704102837722;29.908524018864814;10.599149981066601;7.059724427946229;20.033219677538263;17.23738350188097;16.702093203007742;33.90878855212221;22.5729048819416;22.845484456510203;32.32887079419534;17.0535751168065;22.97838886576239;18.06899114116718;24.625343004466764;44.23099409824126;21.273836084598983;19.42952698478354;7.037134680403551;15.511522383481884;4.8537653148327635;9.807331730889782;19.275375211165915;11.925735458609335;1.5834103473114032;9.712582721746191;20.270949652371417;31.046081908663638;32.60667160820895;5.066829456298509;19.07823133629788;8.016580803688552;9.563019091521232;24.444500687677127;33.32778403677472;35.197819222641;34.46315001877447;30.552914824142324;27.16532583982095;24.630794152113456;15.175181041320883;47.281608615404444;14.763439878387251;35.21771330919016;16.150639169365327;15.36601700531664;18.160681637431566;17.081156425974566;23.1833677219471
16.874375025150602;19.614952734978868;22.532060178682464;0.0;16.91084962222638;19.08604876815582;19.29076969962308;26.1401623504386;5.031367182446832;34.06820819603995;7.558719526264805;15.048940408777932;16.34838236721679;18.48132092013406;21.09256498776796;24.8914329798754;14.770264393855182;14.295861810573617;12.57163830957226;30.989451950796898;12.520999519128903;24.647022714566404;25.08026968698109;13.251222370928886;19.572275476525697;36.864750373571084;23.87216154176523;28.69917330947168;23.08087471064392;11.366361088721986;16.45279072393911;17.0375305931747;14.278165653244148;5.41991625531607;13.20666639353172;23.606943368787167;8.70892812451194;16.940533779619702;17.399923000872366;24.933951283643577;18.257885199019782;29.49191381327328;11.24162606403517;13.567164108355632;47.4205150930733;10.703728743472261;35.33730146441937;4.345017061244311;13.285027205943095;17.210752482793172;39.91438665142728;21.92277333044168;12.835955560755655;27.288472462494944;19.917469318066516;3.2588475500965357;20.952740824638784;9.88880273114967;16.79268684731087;2.2731532659966383;18.448065687122156;9.909714311473136;29.938864126762148;28.951193500641146;33.23988435890274;3.745273841988883;49.30849052241618;5.903747116387345;5.1599550463795705;19.521862709778283;14.11589210465959;18.656925103558464;21.355651880710848;23.872714094499432;18.029328806027465;22.232750099475606;18.382602629287156;5.7552782473256725;22.199849995343985;11.649391460676535;22.03290120259935;8.786377241442441;14.56211094627722;21.512684480998495;1.921459024153069;20.381681310364826;20.222065069893237;16.2424170164121;44.44951066293727;22.454571952511564;42.567200120607396;20.613574552472883;50.37323804992476;10.038711647746798;46.02592060815815;12.716977183956486;19.187466837684834;9.59439633723401;24.656352267388094;16.488005919559505
32.89648354687494;13.862843361327046;16.90285680200941;16.91084962222638;0.0;21.571076785915825;8.302828350749555;26.63338984330497;20.472947681947325;36.07459274838844;13.014147995178064;12.843758995960794;17.90215559510683;16.01308149530322;17.68973506864903;29.638397094399114;4.877120401279452;7.296179187759701;29.478512051863696;33.70647688057591;13.476565755177296;20.977497024854618;22.786190313633604;18.179074443795415;2.823103672003089;40.02362622742849;21.93048553887217;23.832889118995478;7.439618383994878;7.436413707291479;2.755196768413634;6.803925792352899;4.775551729794204;11.625479224517875;3.81910099682568;22.32859543310976;23.080057253641552;19.768374280941842;14.921115043470802;23.85548689121722;8.81122767368575;25.0006299384102;10.369302504652724;9.762062658972729;52.6053528339732;11.031951558229967;45.71687155078496;17.213281118137438;12.334809685582696;3.3684317019883947;40.95168398542155;27.081476810295165;29.33698805163247;26.80117398527357;20.217572649105357;16.963025413843578;4.078826216440871;7.123631526055894;19.384328445447828;15.238074270995844;5.943289176500086;25.474621624364758;32.43271111356884;35.82885578913613;34.3093126230662;16.145875615542856;57.79920733972572;11.65086190151143;11.751307270341128;9.983443410237417;3.144567094989883;16.87044734891645;23.260510706361902;6.967273765222276;22.474719004887895;15.535371511809677;7.265250450132224;19.485996341834735;36.32912531324063;21.338477458402174;20.306062383834327;8.295734925684037;13.69712227406433;8.96088775369142;18.37522132326835;36.031848625548136;36.510694413100836;20.521615966276517;46.8638434019551;34.61407178635283;41.52139798383066;4.402975122785986;60.041143217151365;7.9763754420517206;50.7395712506917;21.63642934620496;2.939716550064536;7.350286351147626;29.981284153062155;6.610934753467184
23.25006551392725;9.872038716495108;9.666134588722345;19.08604876815582;21.571076785915825;0.0;29.13724662108593;7.056298545604804;23.807500889775948;15.55485426763354;12.745430459007128;29.673845799568237;3.7346002786234664;6.477645255750704;6.991594994790708;8.076794735600252;23.98853571543581;14.276873837950735;25.980768105181863;12.725116316506066;28.233104654109866;8.291264457584077;7.351756765887954;5.835678125349389;23.88777736288511;19.02479040960182;6.301396529939253;11.907600519805273;28.75390497967978;22.875767216190432;18.966944840253113;15.444607125863488;23.450229115684234;17.292364127706776;19.091983865305217;5.599746827784721;27.473788159950647;2.2260054552235955;7.101300570860627;6.429679345522834;14.208917783256855;12.215064208177726;12.098006631494998;11.867291745380372;31.181560707836848;11.791188922158549;25.459694453542483;23.216906767353255;28.13889124493503;24.476286734621915;21.184702144087495;5.762118427353087;22.516727455924862;8.296700102924884;2.6326601495731987;15.913438630579995;23.49368032130888;17.913529735181356;34.088361972495775;20.093702997057292;27.016529121515948;27.754267572916252;11.516820857289668;14.470435542559002;14.372897553854623;22.266558551821973;36.39559301768708;20.500961564359997;18.23417118204876;14.029465453748054;19.019316830183744;5.587987131601027;2.276205504596752;26.17356019812977;2.3959511110276255;10.829362512920047;15.868956596678183;14.730132614726097;21.657616182852642;30.58348190157313;5.249045999676344;19.758503757755754;7.905027135046673;17.32820531500023;20.757645422844742;24.491719236180302;26.70959347764001;34.11727011252487;26.35890349935438;17.542125838988525;23.49455596150201;21.670108647536342;38.95434156954967;15.743451907293618;29.402489986157896;8.24912268941931;21.24521976166797;19.260324265388697;8.491414478075102;26.522371669855566
36.16403381865203;22.115382814373124;25.198499330022745;19.29076969962308;8.302828350749555;29.13724662108593;0.0;34.66662662726766;21.07227835117499;44.08306545033388;18.498551190208588;7.642182908877811;25.405183374657692;24.039272418068887;25.8808281767172;37.096109995418985;5.315621143474357;15.083468409065839;31.000256114496143;41.59027393084824;9.825310647604638;29.24658594693981;31.001924048136765;24.954246926494328;7.578808266884488;47.93116280704142;30.103816064378286;32.13398663824392;6.203209062446039;8.022910183977283;11.02204049219575;15.078865054530075;5.892557463246858;15.243394703140927;10.046539431318608;30.45117935581007;22.503640061016707;27.160084764689696;22.881691331210092;31.99278989992074;17.11057286867701;33.30296557911964;17.2006784806783;17.318784271038773;60.31698607396261;17.68070538403307;52.07244318754505;17.61540483804391;8.349851516236084;4.948708460016009;49.10412454571401;34.373789868916646;32.08138567206317;34.937953234087686;28.07585102681252;20.675435199302623;9.5692177911349;11.918631296160012;13.936204637701234;17.099495900199948;2.3712169833918972;25.34526445878982;40.32611751289947;42.98956837824636;42.39969004333575;16.930812104531803;64.8357865252627;13.402041785660188;14.828952962890247;18.281070612674746;10.175028603352363;24.85414502278874;31.002163400848666;10.246344988720844;29.70460770055164;23.838193421370814;15.561575696603722;23.629109674694924;40.95604562676184;18.711602953650775;28.41951709730721;11.230614188691737;21.255723237241508;16.944512341360753;20.09403688609102;39.64089971370218;39.48438945198667;15.546665126508964;54.922022856514936;40.13093082816376;49.802019174483675;11.323935524035985;66.75712174505092;13.825047887088559;58.51551621436702;27.66668776243993;10.399804807492147;11.02895612381771;37.33418005032606;2.9219912963623123
28.746338304114225;13.104505717773222;10.991745690043384;26.1401623504386;26.63338984330497;7.056298545604804;34.66662662726766;0.0;30.856311528865945;9.441857215120574;19.606262939263537;36.073817839091845;10.187179371415901;10.63408173623958;9.170190916090622;6.884618011355007;29.762870409730045;19.587506283614367;32.486174329975185;7.323102429929089;34.84186353986374;7.157061353386199;4.897059665759746;12.888974031338217;28.5750228810597;13.480390182830064;5.12997414469174;8.409554079210222;33.32286749027371;29.13236739128032;23.895338689156425;19.961054304578735;29.263329154366517;24.106145110187544;24.780418470534123;4.461314285868779;34.5150268346046;9.214813532671867;11.78697324441691;3.166169011990073;18.233210118576114;8.005843799698008;18.313975086481918;17.487855530604172;26.329270474652866;18.167027002798754;24.916446618558957;30.24974078851407;34.62444526798705;29.805824294251305;14.580555206229182;7.380063200414147;28.690770002010897;1.6971597487147623;6.800959285347024;22.96928435191327;27.74752246048761;24.16580296369002;40.8355719463;27.103688345154666;32.41436133178766;34.71963375851899;6.06618013403128;12.909632486944073;7.76996658751346;29.280954438110903;33.35735729848638;27.289625521368286;25.05797900280709;17.5415644520371;24.511424449986766;9.81340126954759;4.800255645127243;30.043012229625738;8.544292156346657;12.566177379419667;19.965579536393104;21.695184802692793;25.54967346621872;37.60711670176873;6.39057007736013;26.210379074160063;13.760284588043785;20.440954876999843;27.81304452563786;29.3353375820946;31.915782836200133;40.959777613994945;20.25545945875985;20.652027571505446;16.47014606586497;25.744374035630432;36.596009748652165;21.982321849755554;24.34975167662494;14.818076259485839;25.67558470113471;25.585306229456037;7.8395123571322785;32.25836861299966
16.489321430568914;24.617840352330553;27.55959909006185;5.031367182446832;20.472947681947325;23.807500889775948;21.07227835117499;30.856311528865945;0.0;38.4240176556818;12.584502534866623;15.222305218947003;21.25795257202155;23.507594700560055;26.116501891501933;29.045803354751904;17.392016058867114;18.96506210081419;9.998978539292972;35.30317481699054;12.434078336550863;29.652499929930258;30.02714695461742;18.007247987663444;22.91642019393308;40.97830870776009;28.81762186278015;33.71144546964599;25.775835276349675;13.829420138433283;20.502080671282926;21.623922416760863;16.999583528298405;9.818747401429613;17.03486966332008;28.51915909582497;3.704665735165311;21.717826080662096;22.43084952614383;29.809565559776864;23.000811605497283;34.48951866660272;16.169912999394768;18.4658618889076;50.9446092865032;15.67155721281657;37.5883300007814;3.4705979822364768;13.62128220361907;20.07354971413427;44.314325492557884;26.12751887808968;12.069819124435819;32.07401323769387;24.805404664661467;7.930184856703455;24.548879616896482;13.893380833936172;14.851246771802048;5.498863429599028;20.761307075896287;5.1281312511048345;34.31234992809017;32.49204955895365;37.742769778482895;4.363801997183023;51.913921082416;8.822085785283257;9.234141138188722;24.3127924706707;18.012302181562628;23.668675104784505;26.056430532422127;27.293191574818813;22.55094007610097;27.23810821014023;22.96684949435116;9.464707493677617;23.1507579445432;8.020912435733814;26.995310587516464;12.191562087446787;19.59343989125908;26.08213031430221;3.1419689906479737;20.187328412521268;19.25002651753941;13.801502291523525;48.57034559722181;24.495299846157245;47.199015305146325;24.516533573195947;52.572042745955116;14.526176380050547;49.676159226209336;16.794500684430083;23.034539742583114;13.203562091057183;28.709358036495342;18.55824523323432
32.69796207292096;22.48598865444128;20.099973050415866;34.06820819603995;36.07459274838844;15.55485426763354;44.08306545033388;9.441857215120574;38.4240176556818;0.0;28.264195428458265;45.18996153849965;19.142846548170233;20.06887247656357;18.547126252997575;9.577398276551978;39.127700810201674;28.999598344115793;38.14207000716187;3.1538580555120888;43.78786433036639;15.968322409136272;13.77499125720542;21.128926995804036;38.00384932308051;4.289653938832411;14.360867609520279;15.393296041873834;42.731093205932;38.322968107569615;33.337187918107716;29.39668967696495;38.61772733746009;32.81857880067033;34.15165318535735;13.82384361958889;41.94488529203231;17.76857367802708;21.203719047138357;12.361853134580723;27.63942038797842;14.414872382989605;27.485613094445746;26.839014236773483;17.234649584891038;27.25791472222509;20.86471335438384;38.34765178481679;43.67770558214901;39.23727046605319;5.912117455656525;12.3484880822078;33.82002586310886;9.503161617192077;16.05743529026827;30.813169577221124;37.12919174563074;33.34620495915902;49.617630180862946;35.34806090523824;41.84276922852694;41.67449840479101;4.130299061881206;10.420784245553495;2.3352699327791173;37.4878480327345;25.6716938770656;36.030729907794196;33.753157812493725;26.886930365292024;33.91603459082743;19.23383416685184;13.38615395789962;39.339232344206565;16.083292907000185;21.681274005090717;29.367605491635754;28.973693399333257;27.39211588037846;45.71034264059628;15.809742739600642;35.27894280898016;23.015000779658884;29.65685892986259;35.554429059915016;32.225993005132935;35.209747023902196;49.5895852851986;10.86950839600103;22.096144682872193;9.957371102561048;35.107358415166736;29.513183732655204;31.1616113768877;15.160664824773907;21.65518857695053;35.08783364481308;34.731369136733;10.162368384360553;41.636377446103914
